texto,sentimiento,score,insight
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
Responder,neutro,0.529,sin categoría
