What is your university name ?,What is your current level of education?,How often do you use AI tools like ChatGPT  for academic purposes?,How do you think ChatGPT has influenced teaching methods in your courses?,Has ChatGPT influenced your approach to solving complex academic problems or  assignments  ?,Do you use ChatGPT for group study or collaborative learning ?,Do you feel that AI assists you in self-paced learning ?,Does ChatGPT help improve critical thinking and problem-solving?,Has ChatGPT provided useful guidance on your career path or educational choices ?,How worried are you about the privacy and safety of your personal data when using AI tools like ChatGPT for academic tasks?,Do you think relying too much on AI tools like ChatGPT could harm students creativity and critical thinking skills?,Do you believe using AI tools like ChatGPT reduces your creativity and critical thinking?,Do you believe AI tools (like ChatGPT) improve your learning experience?
University Of Rajshahi,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
University Of Rajshahi,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
University Of Rajshahi,Postgraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Uncertain,Somewhat worried,Strongly agree,Yes,Yes
Ru,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
University Of Rajshahi,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Strongly agree,Yes,Yes
University Of Rajshahi,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
City University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Not worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Not worried,Agree,No,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Uncertain,Uncertain,Worried,Agree,Yes,Maybe
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Uncertain,Somewhat worried,Neither agree nor disagree,No,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,I am not sure how it affects teaching methods,No,Yes,Yes,Yes,Uncertain,Somewhat worried,Neither agree nor disagree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,I am not sure how it affects teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Disagree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Maybe
Daffodil International University,Undergraduate,Monthly,It has had no impact on teaching methods,No,No,No,No,Yes,Not worried,Strongly agree,Yes,No
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,No,Somewhat worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has had no impact on teaching methods,Yes,Sometimes,Uncertain,Uncertain,Uncertain,Somewhat worried,Agree,Occasionally,Maybe
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Somewhat worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Disagree,Yes,Yes
Daffodil International University,Undergraduate,Daily,I am not sure how it affects teaching methods,Yes,No,Yes,Uncertain,Uncertain,Somewhat worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,No,Yes,Not worried,Neither agree nor disagree,Yes,No
Daffodil International University,Undergraduate,Monthly,I am not sure how it affects teaching methods,Yes,Yes,Yes,Uncertain,Yes,Somewhat worried,Strongly agree,Occasionally,Yes
Daffodil International  University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,No,Uncertain,Yes,Uncertain,Somewhat worried,Neither agree nor disagree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Uncertain,Yes,Yes,Somewhat worried,Agree,Yes,Maybe
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Not worried,Agree,No,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Occasionally,Maybe
University Of Rajshahi,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Uncertain,Worried,Agree,Occasionally,Yes
University Of Rajshahi,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
University  Of Rajshahi,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
University  Of Rajshahi,Undergraduate,Weekly,It has had no impact on teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
University Of Rajshahi,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
University Of Rajshahi,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
University Of Rajshahi,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,No,Yes,Yes,Somewhat worried,Strongly agree,Occasionally,Yes
University Of Rajshahi,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,No,Yes,Yes,Yes,No,Somewhat worried,Strongly agree,Yes,No
Daffodil International University,Undergraduate,Monthly,It has slightly improved teaching methods,No,No,No,No,No,Somewhat worried,Neither agree nor disagree,Occasionally,Maybe
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
University Of Rajshahi,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
University Of Rajshahi,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Sometimes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
University Of Rajshahi,Undergraduate,Daily,It has slightly improved teaching methods,Uncertain,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Strongly agree,Yes,Yes
University Of Rajshahi,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
University Of Rajshahi,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Uncertain,Yes,Uncertain,Worried,Agree,Occasionally,Yes
University Of Rajshahi,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,No,Yes,Yes,Somewhat worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Uncertain,Worried,Strongly disagree,Yes,No
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Uncertain,Yes,Uncertain,Uncertain,Uncertain,Somewhat worried,Neither agree nor disagree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,No,No,Uncertain,No,Yes,Somewhat worried,Strongly agree,Yes,Yes
Daffodil International  University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,Uncertain,No,Yes,Somewhat worried,Strongly agree,Yes,Maybe
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Not worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Uncertain,Yes,Yes,Somewhat worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Not worried,Disagree,No,Yes
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,No,Yes,Somewhat worried,Agree,Yes,No
Daffodils International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Uncertain,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,No,Sometimes,Uncertain,No,No,Somewhat worried,Agree,Yes,Maybe
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,No,No,No,Somewhat worried,Strongly agree,Yes,Maybe
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Not worried,Neither agree nor disagree,Yes,No
Daffodil International University,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,No,Yes,Yes,Yes,Not worried,Neither agree nor disagree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,No,Yes,Yes,Yes,Not worried,Agree,Occasionally,Maybe
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Sometimes,No,Yes,Uncertain,Somewhat worried,Agree,Occasionally,Maybe
Daffodil International University,Undergraduate,Weekly,It has had no impact on teaching methods,No,No,Yes,No,No,Somewhat worried,Agree,No,No
Daffodil International University,Undergraduate,Daily,I am not sure how it affects teaching methods,Yes,Yes,Yes,Uncertain,Yes,Somewhat worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Monthly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Uncertain,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Uncertain,Yes,Uncertain,Somewhat worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Sometimes,Yes,Yes,Yes,Not worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,No,Yes,Yes,Not worried,Neither agree nor disagree,Yes,Yes
Daffodil International University,Undergraduate,Monthly,It has slightly improved teaching methods,Yes,Sometimes,Uncertain,Uncertain,Yes,Somewhat worried,Agree,Occasionally,Maybe
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Neither agree nor disagree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,No,Somewhat worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Sometimes,Yes,No,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Postgraduate,Never,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Monthly,It has slightly improved teaching methods,Yes,Sometimes,Uncertain,Yes,Uncertain,Somewhat worried,Neither agree nor disagree,Occasionally,Maybe
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
City University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
City University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Neither agree nor disagree,Yes,Yes
City University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
City University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
City University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has improved teaching methods significantly,No,Sometimes,Yes,No,No,Somewhat worried,Neither agree nor disagree,No,Maybe
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Uncertain,Uncertain,Somewhat worried,Agree,No,Yes
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Neither agree nor disagree,Yes,Yes
Daffodil International University,Undergraduate,Monthly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Daffodil International  University,Undergraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Weekly,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Jahangirnagar University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Neither agree nor disagree,Yes,Yes
Jahangirnagar University,Postgraduate,Weekly,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Jahangirnagar University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Jahangirnagar University,Postgraduate,Daily,It has improved teaching methods significantly,Yes,Yes,Yes,Yes,Yes,Worried,Agree,Yes,Yes
Jahangirnagar University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Neither agree nor disagree,Yes,Maybe
Daffodil International University,Undergraduate,Weekly,It has improved teaching methods significantly,Uncertain,Sometimes,Yes,Yes,Uncertain,Worried,Disagree,No,Yes
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Uncertain,Yes,Somewhat worried,Agree,Occasionally,Yes
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Daffodil International University,Undergraduate,Monthly,I am not sure how it affects teaching methods,Yes,Yes,Uncertain,Yes,Yes,Worried,Agree,Yes,Maybe
Daffodil International University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Worried,Strongly agree,Yes,Yes
Dhaka University,Postgraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
Daffodil International University,Undergraduate,Daily,It has slightly improved teaching methods,Yes,Yes,Yes,Yes,Yes,Somewhat worried,Agree,Yes,Yes
